Provice;Country;Lat;Long;Date;Confirmed
London, ON;Canada;42.9849;-81.2453;2/19/20;1
London, ON;Canada;42.9849;-81.2453;2/20/20;1
London, ON;Canada;42.9849;-81.2453;2/21/20;1
London, ON;Canada;42.9849;-81.2453;2/22/20;1
London, ON;Canada;42.9849;-81.2453;2/23/20;1
London, ON;Canada;42.9849;-81.2453;2/24/20;1
London, ON;Canada;42.9849;-81.2453;2/25/20;1
London, ON;Canada;42.9849;-81.2453;2/26/20;1
London, ON;Canada;42.9849;-81.2453;2/27/20;1
London, ON;Canada;42.9849;-81.2453;2/28/20;1
London, ON;Canada;42.9849;-81.2453;2/29/20;1
London, ON;Canada;42.9849;-81.2453;3/1/20;1
London, ON;Canada;42.9849;-81.2453;3/2/20;1
London, ON;Canada;42.9849;-81.2453;3/3/20;1
London, ON;Canada;42.9849;-81.2453;3/4/20;1
London, ON;Canada;42.9849;-81.2453;3/5/20;1
London, ON;Canada;42.9849;-81.2453;3/6/20;1
London, ON;Canada;42.9849;-81.2453;3/7/20;1
;Italy;43;12;1/22/20;0
;Italy;43;12;1/23/20;0
;Italy;43;12;1/24/20;0
;Italy;43;12;1/25/20;0
;Italy;43;12;1/26/20;0
;Italy;43;12;1/27/20;0
;Italy;43;12;1/28/20;0
;Italy;43;12;1/29/20;0
;Italy;43;12;1/30/20;0
;Italy;43;12;1/31/20;2
;Italy;43;12;2/1/20;2
;Italy;43;12;2/2/20;2
;Italy;43;12;2/3/20;2
;Italy;43;12;2/4/20;2
;Italy;43;12;2/5/20;2
;Italy;43;12;2/6/20;2
;Italy;43;12;2/7/20;3
;Italy;43;12;2/8/20;3
;Italy;43;12;2/9/20;3
;Italy;43;12;2/10/20;3
;Italy;43;12;2/11/20;3
;Italy;43;12;2/12/20;3
;Italy;43;12;2/13/20;3
;Italy;43;12;2/14/20;3
;Italy;43;12;2/15/20;3
;Italy;43;12;2/16/20;3
;Italy;43;12;2/17/20;3
;Italy;43;12;2/18/20;3
;Italy;43;12;2/19/20;3
;Italy;43;12;2/20/20;3
;Italy;43;12;2/21/20;20
;Italy;43;12;2/22/20;62
;Italy;43;12;2/23/20;155
;Italy;43;12;2/24/20;229
;Italy;43;12;2/25/20;322
;Italy;43;12;2/26/20;453
;Italy;43;12;2/27/20;655
;Italy;43;12;2/28/20;888
;Italy;43;12;2/29/20;1128
;Italy;43;12;3/1/20;1694
;Italy;43;12;3/2/20;2036
;Italy;43;12;3/3/20;2502
;Italy;43;12;3/4/20;3089
;Italy;43;12;3/5/20;3858
;Italy;43;12;3/6/20;4636
;Italy;43;12;3/7/20;5883
;UK;55;-3;1/22/20;0
;UK;55;-3;1/23/20;0
;UK;55;-3;1/24/20;0
;UK;55;-3;1/25/20;0
;UK;55;-3;1/26/20;0
;UK;55;-3;1/27/20;0
;UK;55;-3;1/28/20;0
;UK;55;-3;1/29/20;0
;UK;55;-3;1/30/20;0
;UK;55;-3;1/31/20;2
;UK;55;-3;2/1/20;2
;UK;55;-3;2/2/20;2
;UK;55;-3;2/3/20;2
;UK;55;-3;2/4/20;2
;UK;55;-3;2/5/20;2
;UK;55;-3;2/6/20;2
;UK;55;-3;2/7/20;3
;UK;55;-3;2/8/20;3
;UK;55;-3;2/9/20;3
;UK;55;-3;2/10/20;8
;UK;55;-3;2/11/20;8
;UK;55;-3;2/12/20;9
;UK;55;-3;2/13/20;9
;UK;55;-3;2/14/20;9
;UK;55;-3;2/15/20;9
;UK;55;-3;2/16/20;9
;UK;55;-3;2/17/20;9
;UK;55;-3;2/18/20;9
;UK;55;-3;2/19/20;9
;UK;55;-3;2/20/20;9
;UK;55;-3;2/21/20;9
;UK;55;-3;2/22/20;9
;UK;55;-3;2/23/20;9
;UK;55;-3;2/24/20;13
;UK;55;-3;2/25/20;13
;UK;55;-3;2/26/20;13
;UK;55;-3;2/27/20;15
;UK;55;-3;2/28/20;20
;UK;55;-3;2/29/20;23
;UK;55;-3;3/1/20;36
;UK;55;-3;3/2/20;40
;UK;55;-3;3/3/20;51
;UK;55;-3;3/4/20;85
;UK;55;-3;3/5/20;115
;UK;55;-3;3/6/20;163
;UK;55;-3;3/7/20;206
;Russia;60;90;1/22/20;0
;Russia;60;90;1/23/20;0
;Russia;60;90;1/24/20;0
;Russia;60;90;1/25/20;0
;Russia;60;90;1/26/20;0
;Russia;60;90;1/27/20;0
;Russia;60;90;1/28/20;0
;Russia;60;90;1/29/20;0
;Russia;60;90;1/30/20;0
;Russia;60;90;1/31/20;2
;Russia;60;90;2/1/20;2
;Russia;60;90;2/2/20;2
;Russia;60;90;2/3/20;2
;Russia;60;90;2/4/20;2
;Russia;60;90;2/5/20;2
;Russia;60;90;2/6/20;2
;Russia;60;90;2/7/20;2
;Russia;60;90;2/8/20;2
;Russia;60;90;2/9/20;2
;Russia;60;90;2/10/20;2
;Russia;60;90;2/11/20;2
;Russia;60;90;2/12/20;2
;Russia;60;90;2/13/20;2
;Russia;60;90;2/14/20;2
;Russia;60;90;2/15/20;2
;Russia;60;90;2/16/20;2
;Russia;60;90;2/17/20;2
;Russia;60;90;2/18/20;2
;Russia;60;90;2/19/20;2
;Russia;60;90;2/20/20;2
;Russia;60;90;2/21/20;2
;Russia;60;90;2/22/20;2
;Russia;60;90;2/23/20;2
;Russia;60;90;2/24/20;2
;Russia;60;90;2/25/20;2
;Russia;60;90;2/26/20;2
;Russia;60;90;2/27/20;2
;Russia;60;90;2/28/20;2
;Russia;60;90;2/29/20;2
;Russia;60;90;3/1/20;2
;Russia;60;90;3/2/20;3
;Russia;60;90;3/3/20;3
;Russia;60;90;3/4/20;3
;Russia;60;90;3/5/20;4
;Russia;60;90;3/6/20;13
;Russia;60;90;3/7/20;13
;Sweden;63;16;1/22/20;0
;Sweden;63;16;1/23/20;0
;Sweden;63;16;1/24/20;0
;Sweden;63;16;1/25/20;0
;Sweden;63;16;1/26/20;0
;Sweden;63;16;1/27/20;0
;Sweden;63;16;1/28/20;0
;Sweden;63;16;1/29/20;0
;Sweden;63;16;1/30/20;0
;Sweden;63;16;1/31/20;1
;Sweden;63;16;2/1/20;1
;Sweden;63;16;2/2/20;1
;Sweden;63;16;2/3/20;1
;Sweden;63;16;2/4/20;1
;Sweden;63;16;2/5/20;1
;Sweden;63;16;2/6/20;1
;Sweden;63;16;2/7/20;1
;Sweden;63;16;2/8/20;1
;Sweden;63;16;2/9/20;1
;Sweden;63;16;2/10/20;1
;Sweden;63;16;2/11/20;1
;Sweden;63;16;2/12/20;1
;Sweden;63;16;2/13/20;1
;Sweden;63;16;2/14/20;1
;Sweden;63;16;2/15/20;1
;Sweden;63;16;2/16/20;1
;Sweden;63;16;2/17/20;1
;Sweden;63;16;2/18/20;1
;Sweden;63;16;2/19/20;1
;Sweden;63;16;2/20/20;1
;Sweden;63;16;2/21/20;1
;Sweden;63;16;2/22/20;1
;Sweden;63;16;2/23/20;1
;Sweden;63;16;2/24/20;1
;Sweden;63;16;2/25/20;1
;Sweden;63;16;2/26/20;2
;Sweden;63;16;2/27/20;7
;Sweden;63;16;2/28/20;7
;Sweden;63;16;2/29/20;12
;Sweden;63;16;3/1/20;14
;Sweden;63;16;3/2/20;15
;Sweden;63;16;3/3/20;21
;Sweden;63;16;3/4/20;35
;Sweden;63;16;3/5/20;94
;Sweden;63;16;3/6/20;101
;Sweden;63;16;3/7/20;161
;Spain;40;-4;1/22/20;0
;Spain;40;-4;1/23/20;0
;Spain;40;-4;1/24/20;0
;Spain;40;-4;1/25/20;0
;Spain;40;-4;1/26/20;0
;Spain;40;-4;1/27/20;0
;Spain;40;-4;1/28/20;0
;Spain;40;-4;1/29/20;0
;Spain;40;-4;1/30/20;0
;Spain;40;-4;1/31/20;0
;Spain;40;-4;2/1/20;1
;Spain;40;-4;2/2/20;1
;Spain;40;-4;2/3/20;1
;Spain;40;-4;2/4/20;1
;Spain;40;-4;2/5/20;1
;Spain;40;-4;2/6/20;1
;Spain;40;-4;2/7/20;1
;Spain;40;-4;2/8/20;1
;Spain;40;-4;2/9/20;2
;Spain;40;-4;2/10/20;2
;Spain;40;-4;2/11/20;2
;Spain;40;-4;2/12/20;2
;Spain;40;-4;2/13/20;2
;Spain;40;-4;2/14/20;2
;Spain;40;-4;2/15/20;2
;Spain;40;-4;2/16/20;2
;Spain;40;-4;2/17/20;2
;Spain;40;-4;2/18/20;2
;Spain;40;-4;2/19/20;2
;Spain;40;-4;2/20/20;2
;Spain;40;-4;2/21/20;2
;Spain;40;-4;2/22/20;2
;Spain;40;-4;2/23/20;2
;Spain;40;-4;2/24/20;2
;Spain;40;-4;2/25/20;6
;Spain;40;-4;2/26/20;13
;Spain;40;-4;2/27/20;15
;Spain;40;-4;2/28/20;32
;Spain;40;-4;2/29/20;45
;Spain;40;-4;3/1/20;84
;Spain;40;-4;3/2/20;120
;Spain;40;-4;3/3/20;165
;Spain;40;-4;3/4/20;222
;Spain;40;-4;3/5/20;259
;Spain;40;-4;3/6/20;400
;Spain;40;-4;3/7/20;500
South Australia;Australia;-34.9285;138.6007;1/22/20;0
South Australia;Australia;-34.9285;138.6007;1/23/20;0
South Australia;Australia;-34.9285;138.6007;1/24/20;0
South Australia;Australia;-34.9285;138.6007;1/25/20;0
South Australia;Australia;-34.9285;138.6007;1/26/20;0
South Australia;Australia;-34.9285;138.6007;1/27/20;0
South Australia;Australia;-34.9285;138.6007;1/28/20;0
South Australia;Australia;-34.9285;138.6007;1/29/20;0
South Australia;Australia;-34.9285;138.6007;1/30/20;0
South Australia;Australia;-34.9285;138.6007;1/31/20;0
South Australia;Australia;-34.9285;138.6007;2/1/20;1
South Australia;Australia;-34.9285;138.6007;2/2/20;2
South Australia;Australia;-34.9285;138.6007;2/3/20;2
South Australia;Australia;-34.9285;138.6007;2/4/20;2
South Australia;Australia;-34.9285;138.6007;2/5/20;2
South Australia;Australia;-34.9285;138.6007;2/6/20;2
South Australia;Australia;-34.9285;138.6007;2/7/20;2
South Australia;Australia;-34.9285;138.6007;2/8/20;2
South Australia;Australia;-34.9285;138.6007;2/9/20;2
South Australia;Australia;-34.9285;138.6007;2/10/20;2
South Australia;Australia;-34.9285;138.6007;2/11/20;2
South Australia;Australia;-34.9285;138.6007;2/12/20;2
South Australia;Australia;-34.9285;138.6007;2/13/20;2
South Australia;Australia;-34.9285;138.6007;2/14/20;2
South Australia;Australia;-34.9285;138.6007;2/15/20;2
South Australia;Australia;-34.9285;138.6007;2/16/20;2
South Australia;Australia;-34.9285;138.6007;2/17/20;2
South Australia;Australia;-34.9285;138.6007;2/18/20;2
South Australia;Australia;-34.9285;138.6007;2/19/20;2
South Australia;Australia;-34.9285;138.6007;2/20/20;2
South Australia;Australia;-34.9285;138.6007;2/21/20;2
South Australia;Australia;-34.9285;138.6007;2/22/20;2
South Australia;Australia;-34.9285;138.6007;2/23/20;2
South Australia;Australia;-34.9285;138.6007;2/24/20;2
South Australia;Australia;-34.9285;138.6007;2/25/20;2
South Australia;Australia;-34.9285;138.6007;2/26/20;2
South Australia;Australia;-34.9285;138.6007;2/27/20;2
South Australia;Australia;-34.9285;138.6007;2/28/20;2
South Australia;Australia;-34.9285;138.6007;2/29/20;3
South Australia;Australia;-34.9285;138.6007;3/1/20;3
South Australia;Australia;-34.9285;138.6007;3/2/20;3
South Australia;Australia;-34.9285;138.6007;3/3/20;3
South Australia;Australia;-34.9285;138.6007;3/4/20;5
South Australia;Australia;-34.9285;138.6007;3/5/20;5
South Australia;Australia;-34.9285;138.6007;3/6/20;7
South Australia;Australia;-34.9285;138.6007;3/7/20;7
San Benito, CA;US;36.5761;-120.9876;1/22/20;0
San Benito, CA;US;36.5761;-120.9876;1/23/20;0
San Benito, CA;US;36.5761;-120.9876;1/24/20;0
San Benito, CA;US;36.5761;-120.9876;1/25/20;0
San Benito, CA;US;36.5761;-120.9876;1/26/20;0
San Benito, CA;US;36.5761;-120.9876;1/27/20;0
San Benito, CA;US;36.5761;-120.9876;1/28/20;0
San Benito, CA;US;36.5761;-120.9876;1/29/20;0
San Benito, CA;US;36.5761;-120.9876;1/30/20;0
San Benito, CA;US;36.5761;-120.9876;1/31/20;0
San Benito, CA;US;36.5761;-120.9876;2/1/20;0
San Benito, CA;US;36.5761;-120.9876;2/2/20;0
San Benito, CA;US;36.5761;-120.9876;2/3/20;2
San Benito, CA;US;36.5761;-120.9876;2/4/20;2
San Benito, CA;US;36.5761;-120.9876;2/5/20;2
San Benito, CA;US;36.5761;-120.9876;2/6/20;2
San Benito, CA;US;36.5761;-120.9876;2/7/20;2
San Benito, CA;US;36.5761;-120.9876;2/8/20;2
San Benito, CA;US;36.5761;-120.9876;2/9/20;2
San Benito, CA;US;36.5761;-120.9876;2/10/20;2
San Benito, CA;US;36.5761;-120.9876;2/11/20;2
San Benito, CA;US;36.5761;-120.9876;2/12/20;2
San Benito, CA;US;36.5761;-120.9876;2/13/20;2
San Benito, CA;US;36.5761;-120.9876;2/14/20;2
San Benito, CA;US;36.5761;-120.9876;2/15/20;2
San Benito, CA;US;36.5761;-120.9876;2/16/20;2
San Benito, CA;US;36.5761;-120.9876;2/17/20;2
San Benito, CA;US;36.5761;-120.9876;2/18/20;2
San Benito, CA;US;36.5761;-120.9876;2/19/20;2
San Benito, CA;US;36.5761;-120.9876;2/20/20;2
San Benito, CA;US;36.5761;-120.9876;2/21/20;2
San Benito, CA;US;36.5761;-120.9876;2/22/20;2
San Benito, CA;US;36.5761;-120.9876;2/23/20;2
San Benito, CA;US;36.5761;-120.9876;2/24/20;2
San Benito, CA;US;36.5761;-120.9876;2/25/20;2
San Benito, CA;US;36.5761;-120.9876;2/26/20;2
San Benito, CA;US;36.5761;-120.9876;2/27/20;2
San Benito, CA;US;36.5761;-120.9876;2/28/20;2
San Benito, CA;US;36.5761;-120.9876;2/29/20;2
San Benito, CA;US;36.5761;-120.9876;3/1/20;2
San Benito, CA;US;36.5761;-120.9876;3/2/20;2
San Benito, CA;US;36.5761;-120.9876;3/3/20;2
San Benito, CA;US;36.5761;-120.9876;3/4/20;2
San Benito, CA;US;36.5761;-120.9876;3/5/20;2
San Benito, CA;US;36.5761;-120.9876;3/6/20;2
San Benito, CA;US;36.5761;-120.9876;3/7/20;2
;Belgium;50.8333;4;1/22/20;0
;Belgium;50.8333;4;1/23/20;0
;Belgium;50.8333;4;1/24/20;0
;Belgium;50.8333;4;1/25/20;0
;Belgium;50.8333;4;1/26/20;0
;Belgium;50.8333;4;1/27/20;0
;Belgium;50.8333;4;1/28/20;0
;Belgium;50.8333;4;1/29/20;0
;Belgium;50.8333;4;1/30/20;0
;Belgium;50.8333;4;1/31/20;0
;Belgium;50.8333;4;2/1/20;0
;Belgium;50.8333;4;2/2/20;0
;Belgium;50.8333;4;2/3/20;0
;Belgium;50.8333;4;2/4/20;1
;Belgium;50.8333;4;2/5/20;1
;Belgium;50.8333;4;2/6/20;1
;Belgium;50.8333;4;2/7/20;1
;Belgium;50.8333;4;2/8/20;1
;Belgium;50.8333;4;2/9/20;1
;Belgium;50.8333;4;2/10/20;1
;Belgium;50.8333;4;2/11/20;1
;Belgium;50.8333;4;2/12/20;1
;Belgium;50.8333;4;2/13/20;1
;Belgium;50.8333;4;2/14/20;1
;Belgium;50.8333;4;2/15/20;1
;Belgium;50.8333;4;2/16/20;1
;Belgium;50.8333;4;2/17/20;1
;Belgium;50.8333;4;2/18/20;1
;Belgium;50.8333;4;2/19/20;1
;Belgium;50.8333;4;2/20/20;1
;Belgium;50.8333;4;2/21/20;1
;Belgium;50.8333;4;2/22/20;1
;Belgium;50.8333;4;2/23/20;1
;Belgium;50.8333;4;2/24/20;1
;Belgium;50.8333;4;2/25/20;1
;Belgium;50.8333;4;2/26/20;1
;Belgium;50.8333;4;2/27/20;1
;Belgium;50.8333;4;2/28/20;1
;Belgium;50.8333;4;2/29/20;1
;Belgium;50.8333;4;3/1/20;2
;Belgium;50.8333;4;3/2/20;8
;Belgium;50.8333;4;3/3/20;13
;Belgium;50.8333;4;3/4/20;23
;Belgium;50.8333;4;3/5/20;50
;Belgium;50.8333;4;3/6/20;109
;Belgium;50.8333;4;3/7/20;169
Madison, WI;US;43.0731;-89.4012;1/22/20;0
Madison, WI;US;43.0731;-89.4012;1/23/20;0
Madison, WI;US;43.0731;-89.4012;1/24/20;0
Madison, WI;US;43.0731;-89.4012;1/25/20;0
Madison, WI;US;43.0731;-89.4012;1/26/20;0
Madison, WI;US;43.0731;-89.4012;1/27/20;0
Madison, WI;US;43.0731;-89.4012;1/28/20;0
Madison, WI;US;43.0731;-89.4012;1/29/20;0
Madison, WI;US;43.0731;-89.4012;1/30/20;0
Madison, WI;US;43.0731;-89.4012;1/31/20;0
Madison, WI;US;43.0731;-89.4012;2/1/20;0
Madison, WI;US;43.0731;-89.4012;2/2/20;0
Madison, WI;US;43.0731;-89.4012;2/3/20;0
Madison, WI;US;43.0731;-89.4012;2/4/20;0
Madison, WI;US;43.0731;-89.4012;2/5/20;1
Madison, WI;US;43.0731;-89.4012;2/6/20;1
Madison, WI;US;43.0731;-89.4012;2/7/20;1
Madison, WI;US;43.0731;-89.4012;2/8/20;1
Madison, WI;US;43.0731;-89.4012;2/9/20;1
Madison, WI;US;43.0731;-89.4012;2/10/20;1
Madison, WI;US;43.0731;-89.4012;2/11/20;1
Madison, WI;US;43.0731;-89.4012;2/12/20;1
Madison, WI;US;43.0731;-89.4012;2/13/20;1
Madison, WI;US;43.0731;-89.4012;2/14/20;1
Madison, WI;US;43.0731;-89.4012;2/15/20;1
Madison, WI;US;43.0731;-89.4012;2/16/20;1
Madison, WI;US;43.0731;-89.4012;2/17/20;1
Madison, WI;US;43.0731;-89.4012;2/18/20;1
Madison, WI;US;43.0731;-89.4012;2/19/20;1
Madison, WI;US;43.0731;-89.4012;2/20/20;1
Madison, WI;US;43.0731;-89.4012;2/21/20;1
Madison, WI;US;43.0731;-89.4012;2/22/20;1
Madison, WI;US;43.0731;-89.4012;2/23/20;1
Madison, WI;US;43.0731;-89.4012;2/24/20;1
Madison, WI;US;43.0731;-89.4012;2/25/20;1
Madison, WI;US;43.0731;-89.4012;2/26/20;1
Madison, WI;US;43.0731;-89.4012;2/27/20;1
Madison, WI;US;43.0731;-89.4012;2/28/20;1
Madison, WI;US;43.0731;-89.4012;2/29/20;1
Madison, WI;US;43.0731;-89.4012;3/1/20;1
Madison, WI;US;43.0731;-89.4012;3/2/20;1
Madison, WI;US;43.0731;-89.4012;3/3/20;1
Madison, WI;US;43.0731;-89.4012;3/4/20;1
Madison, WI;US;43.0731;-89.4012;3/5/20;1
Madison, WI;US;43.0731;-89.4012;3/6/20;1
Madison, WI;US;43.0731;-89.4012;3/7/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;1/22/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/23/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/24/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/25/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/26/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/27/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/28/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/29/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/30/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/31/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/1/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/2/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/3/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/4/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/5/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/6/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/7/20;61
Diamond Princess cruise ship;Others;35.4437;139.638;2/8/20;61
Diamond Princess cruise ship;Others;35.4437;139.638;2/9/20;64
Diamond Princess cruise ship;Others;35.4437;139.638;2/10/20;135
Diamond Princess cruise ship;Others;35.4437;139.638;2/11/20;135
Diamond Princess cruise ship;Others;35.4437;139.638;2/12/20;175
Diamond Princess cruise ship;Others;35.4437;139.638;2/13/20;175
Diamond Princess cruise ship;Others;35.4437;139.638;2/14/20;218
Diamond Princess cruise ship;Others;35.4437;139.638;2/15/20;285
Diamond Princess cruise ship;Others;35.4437;139.638;2/16/20;355
Diamond Princess cruise ship;Others;35.4437;139.638;2/17/20;454
Diamond Princess cruise ship;Others;35.4437;139.638;2/18/20;542
Diamond Princess cruise ship;Others;35.4437;139.638;2/19/20;621
Diamond Princess cruise ship;Others;35.4437;139.638;2/20/20;634
Diamond Princess cruise ship;Others;35.4437;139.638;2/21/20;634
Diamond Princess cruise ship;Others;35.4437;139.638;2/22/20;634
Diamond Princess cruise ship;Others;35.4437;139.638;2/23/20;691
Diamond Princess cruise ship;Others;35.4437;139.638;2/24/20;691
Diamond Princess cruise ship;Others;35.4437;139.638;2/25/20;691
Diamond Princess cruise ship;Others;35.4437;139.638;2/26/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;2/27/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;2/28/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;2/29/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;3/1/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;3/2/20;705
Diamond Princess cruise ship;Others;35.4437;139.638;3/3/20;706
Diamond Princess cruise ship;Others;35.4437;139.638;3/4/20;706
Diamond Princess cruise ship;Others;35.4437;139.638;3/5/20;706
Diamond Princess cruise ship;Others;35.4437;139.638;3/6/20;696
Diamond Princess cruise ship;Others;35.4437;139.638;3/7/20;696
San Diego County, CA;US;32.7157;-117.1611;1/22/20;0
San Diego County, CA;US;32.7157;-117.1611;1/23/20;0
San Diego County, CA;US;32.7157;-117.1611;1/24/20;0
San Diego County, CA;US;32.7157;-117.1611;1/25/20;0
San Diego County, CA;US;32.7157;-117.1611;1/26/20;0
San Diego County, CA;US;32.7157;-117.1611;1/27/20;0
San Diego County, CA;US;32.7157;-117.1611;1/28/20;0
San Diego County, CA;US;32.7157;-117.1611;1/29/20;0
San Diego County, CA;US;32.7157;-117.1611;1/30/20;0
San Diego County, CA;US;32.7157;-117.1611;1/31/20;0
San Diego County, CA;US;32.7157;-117.1611;2/1/20;0
San Diego County, CA;US;32.7157;-117.1611;2/2/20;0
San Diego County, CA;US;32.7157;-117.1611;2/3/20;0
San Diego County, CA;US;32.7157;-117.1611;2/4/20;0
San Diego County, CA;US;32.7157;-117.1611;2/5/20;0
San Diego County, CA;US;32.7157;-117.1611;2/6/20;0
San Diego County, CA;US;32.7157;-117.1611;2/7/20;0
San Diego County, CA;US;32.7157;-117.1611;2/8/20;0
San Diego County, CA;US;32.7157;-117.1611;2/9/20;0
San Diego County, CA;US;32.7157;-117.1611;2/10/20;0
San Diego County, CA;US;32.7157;-117.1611;2/11/20;1
San Diego County, CA;US;32.7157;-117.1611;2/12/20;1
San Diego County, CA;US;32.7157;-117.1611;2/13/20;2
San Diego County, CA;US;32.7157;-117.1611;2/14/20;2
San Diego County, CA;US;32.7157;-117.1611;2/15/20;2
San Diego County, CA;US;32.7157;-117.1611;2/16/20;2
San Diego County, CA;US;32.7157;-117.1611;2/17/20;2
San Diego County, CA;US;32.7157;-117.1611;2/18/20;2
San Diego County, CA;US;32.7157;-117.1611;2/19/20;2
San Diego County, CA;US;32.7157;-117.1611;2/20/20;2
San Diego County, CA;US;32.7157;-117.1611;2/21/20;2
San Diego County, CA;US;32.7157;-117.1611;2/22/20;2
San Diego County, CA;US;32.7157;-117.1611;2/23/20;2
San Diego County, CA;US;32.7157;-117.1611;2/24/20;2
San Diego County, CA;US;32.7157;-117.1611;2/25/20;2
San Diego County, CA;US;32.7157;-117.1611;2/26/20;2
San Diego County, CA;US;32.7157;-117.1611;2/27/20;2
San Diego County, CA;US;32.7157;-117.1611;2/28/20;2
San Diego County, CA;US;32.7157;-117.1611;2/29/20;2
San Diego County, CA;US;32.7157;-117.1611;3/1/20;2
San Diego County, CA;US;32.7157;-117.1611;3/2/20;2
San Diego County, CA;US;32.7157;-117.1611;3/3/20;2
San Diego County, CA;US;32.7157;-117.1611;3/4/20;2
San Diego County, CA;US;32.7157;-117.1611;3/5/20;3
San Diego County, CA;US;32.7157;-117.1611;3/6/20;3
San Diego County, CA;US;32.7157;-117.1611;3/7/20;3
San Antonio, TX;US;29.4241;-98.4936;1/22/20;0
San Antonio, TX;US;29.4241;-98.4936;1/23/20;0
San Antonio, TX;US;29.4241;-98.4936;1/24/20;0
San Antonio, TX;US;29.4241;-98.4936;1/25/20;0
San Antonio, TX;US;29.4241;-98.4936;1/26/20;0
San Antonio, TX;US;29.4241;-98.4936;1/27/20;0
San Antonio, TX;US;29.4241;-98.4936;1/28/20;0
San Antonio, TX;US;29.4241;-98.4936;1/29/20;0
San Antonio, TX;US;29.4241;-98.4936;1/30/20;0
San Antonio, TX;US;29.4241;-98.4936;1/31/20;0
San Antonio, TX;US;29.4241;-98.4936;2/1/20;0
San Antonio, TX;US;29.4241;-98.4936;2/2/20;0
San Antonio, TX;US;29.4241;-98.4936;2/3/20;0
San Antonio, TX;US;29.4241;-98.4936;2/4/20;0
San Antonio, TX;US;29.4241;-98.4936;2/5/20;0
San Antonio, TX;US;29.4241;-98.4936;2/6/20;0
San Antonio, TX;US;29.4241;-98.4936;2/7/20;0
San Antonio, TX;US;29.4241;-98.4936;2/8/20;0
San Antonio, TX;US;29.4241;-98.4936;2/9/20;0
San Antonio, TX;US;29.4241;-98.4936;2/10/20;0
San Antonio, TX;US;29.4241;-98.4936;2/11/20;0
San Antonio, TX;US;29.4241;-98.4936;2/12/20;0
San Antonio, TX;US;29.4241;-98.4936;2/13/20;1
San Antonio, TX;US;29.4241;-98.4936;2/14/20;1
San Antonio, TX;US;29.4241;-98.4936;2/15/20;1
San Antonio, TX;US;29.4241;-98.4936;2/16/20;1
San Antonio, TX;US;29.4241;-98.4936;2/17/20;1
San Antonio, TX;US;29.4241;-98.4936;2/18/20;1
San Antonio, TX;US;29.4241;-98.4936;2/19/20;1
San Antonio, TX;US;29.4241;-98.4936;2/20/20;1
San Antonio, TX;US;29.4241;-98.4936;2/21/20;1
San Antonio, TX;US;29.4241;-98.4936;2/22/20;1
San Antonio, TX;US;29.4241;-98.4936;2/23/20;1
San Antonio, TX;US;29.4241;-98.4936;2/24/20;1
San Antonio, TX;US;29.4241;-98.4936;2/25/20;1
San Antonio, TX;US;29.4241;-98.4936;2/26/20;1
San Antonio, TX;US;29.4241;-98.4936;2/27/20;1
San Antonio, TX;US;29.4241;-98.4936;2/28/20;1
San Antonio, TX;US;29.4241;-98.4936;2/29/20;1
San Antonio, TX;US;29.4241;-98.4936;3/1/20;1
San Antonio, TX;US;29.4241;-98.4936;3/2/20;1
San Antonio, TX;US;29.4241;-98.4936;3/3/20;1
San Antonio, TX;US;29.4241;-98.4936;3/4/20;1
San Antonio, TX;US;29.4241;-98.4936;3/5/20;1
San Antonio, TX;US;29.4241;-98.4936;3/6/20;1
San Antonio, TX;US;29.4241;-98.4936;3/7/20;1
;Egypt;26;30;1/22/20;0
;Egypt;26;30;1/23/20;0
;Egypt;26;30;1/24/20;0
;Egypt;26;30;1/25/20;0
;Egypt;26;30;1/26/20;0
;Egypt;26;30;1/27/20;0
;Egypt;26;30;1/28/20;0
;Egypt;26;30;1/29/20;0
;Egypt;26;30;1/30/20;0
;Egypt;26;30;1/31/20;0
;Egypt;26;30;2/1/20;0
;Egypt;26;30;2/2/20;0
;Egypt;26;30;2/3/20;0
;Egypt;26;30;2/4/20;0
;Egypt;26;30;2/5/20;0
;Egypt;26;30;2/6/20;0
;Egypt;26;30;2/7/20;0
