Provice;Country;Lat;Long;Date;Recovered
South Australia;Australia;-34.9285;138.6007;1/27/20;0
South Australia;Australia;-34.9285;138.6007;1/28/20;0
South Australia;Australia;-34.9285;138.6007;1/29/20;0
South Australia;Australia;-34.9285;138.6007;1/30/20;0
South Australia;Australia;-34.9285;138.6007;1/31/20;0
South Australia;Australia;-34.9285;138.6007;2/1/20;0
South Australia;Australia;-34.9285;138.6007;2/2/20;0
South Australia;Australia;-34.9285;138.6007;2/3/20;0
South Australia;Australia;-34.9285;138.6007;2/4/20;0
South Australia;Australia;-34.9285;138.6007;2/5/20;0
South Australia;Australia;-34.9285;138.6007;2/6/20;0
South Australia;Australia;-34.9285;138.6007;2/7/20;0
South Australia;Australia;-34.9285;138.6007;2/8/20;0
South Australia;Australia;-34.9285;138.6007;2/9/20;0
South Australia;Australia;-34.9285;138.6007;2/10/20;0
South Australia;Australia;-34.9285;138.6007;2/11/20;0
South Australia;Australia;-34.9285;138.6007;2/12/20;0
South Australia;Australia;-34.9285;138.6007;2/13/20;0
South Australia;Australia;-34.9285;138.6007;2/14/20;0
South Australia;Australia;-34.9285;138.6007;2/15/20;0
South Australia;Australia;-34.9285;138.6007;2/16/20;0
South Australia;Australia;-34.9285;138.6007;2/17/20;2
South Australia;Australia;-34.9285;138.6007;2/18/20;2
South Australia;Australia;-34.9285;138.6007;2/19/20;2
South Australia;Australia;-34.9285;138.6007;2/20/20;2
South Australia;Australia;-34.9285;138.6007;2/21/20;2
South Australia;Australia;-34.9285;138.6007;2/22/20;2
South Australia;Australia;-34.9285;138.6007;2/23/20;2
South Australia;Australia;-34.9285;138.6007;2/24/20;2
South Australia;Australia;-34.9285;138.6007;2/25/20;2
South Australia;Australia;-34.9285;138.6007;2/26/20;2
South Australia;Australia;-34.9285;138.6007;2/27/20;2
South Australia;Australia;-34.9285;138.6007;2/28/20;2
South Australia;Australia;-34.9285;138.6007;2/29/20;2
South Australia;Australia;-34.9285;138.6007;3/1/20;2
South Australia;Australia;-34.9285;138.6007;3/2/20;2
South Australia;Australia;-34.9285;138.6007;3/3/20;2
South Australia;Australia;-34.9285;138.6007;3/4/20;2
South Australia;Australia;-34.9285;138.6007;3/5/20;2
South Australia;Australia;-34.9285;138.6007;3/6/20;2
South Australia;Australia;-34.9285;138.6007;3/7/20;2
San Benito, CA;US;36.5761;-120.9876;1/22/20;0
San Benito, CA;US;36.5761;-120.9876;1/23/20;0
San Benito, CA;US;36.5761;-120.9876;1/24/20;0
San Benito, CA;US;36.5761;-120.9876;1/25/20;0
San Benito, CA;US;36.5761;-120.9876;1/26/20;0
San Benito, CA;US;36.5761;-120.9876;1/27/20;0
San Benito, CA;US;36.5761;-120.9876;1/28/20;0
San Benito, CA;US;36.5761;-120.9876;1/29/20;0
San Benito, CA;US;36.5761;-120.9876;1/30/20;0
San Benito, CA;US;36.5761;-120.9876;1/31/20;0
San Benito, CA;US;36.5761;-120.9876;2/1/20;0
San Benito, CA;US;36.5761;-120.9876;2/2/20;0
San Benito, CA;US;36.5761;-120.9876;2/3/20;0
San Benito, CA;US;36.5761;-120.9876;2/4/20;0
San Benito, CA;US;36.5761;-120.9876;2/5/20;0
San Benito, CA;US;36.5761;-120.9876;2/6/20;0
San Benito, CA;US;36.5761;-120.9876;2/7/20;0
San Benito, CA;US;36.5761;-120.9876;2/8/20;0
San Benito, CA;US;36.5761;-120.9876;2/9/20;0
San Benito, CA;US;36.5761;-120.9876;2/10/20;0
San Benito, CA;US;36.5761;-120.9876;2/11/20;0
San Benito, CA;US;36.5761;-120.9876;2/12/20;0
San Benito, CA;US;36.5761;-120.9876;2/13/20;0
San Benito, CA;US;36.5761;-120.9876;2/14/20;0
San Benito, CA;US;36.5761;-120.9876;2/15/20;0
San Benito, CA;US;36.5761;-120.9876;2/16/20;0
San Benito, CA;US;36.5761;-120.9876;2/17/20;0
San Benito, CA;US;36.5761;-120.9876;2/18/20;0
San Benito, CA;US;36.5761;-120.9876;2/19/20;0
San Benito, CA;US;36.5761;-120.9876;2/20/20;0
San Benito, CA;US;36.5761;-120.9876;2/21/20;0
San Benito, CA;US;36.5761;-120.9876;2/22/20;0
San Benito, CA;US;36.5761;-120.9876;2/23/20;0
San Benito, CA;US;36.5761;-120.9876;2/24/20;0
San Benito, CA;US;36.5761;-120.9876;2/25/20;0
San Benito, CA;US;36.5761;-120.9876;2/26/20;0
San Benito, CA;US;36.5761;-120.9876;2/27/20;0
San Benito, CA;US;36.5761;-120.9876;2/28/20;0
San Benito, CA;US;36.5761;-120.9876;2/29/20;0
San Benito, CA;US;36.5761;-120.9876;3/1/20;0
San Benito, CA;US;36.5761;-120.9876;3/2/20;0
San Benito, CA;US;36.5761;-120.9876;3/3/20;0
San Benito, CA;US;36.5761;-120.9876;3/4/20;0
San Benito, CA;US;36.5761;-120.9876;3/5/20;0
San Benito, CA;US;36.5761;-120.9876;3/6/20;0
San Benito, CA;US;36.5761;-120.9876;3/7/20;0
;Belgium;50.8333;4;1/22/20;0
;Belgium;50.8333;4;1/23/20;0
;Belgium;50.8333;4;1/24/20;0
;Belgium;50.8333;4;1/25/20;0
;Belgium;50.8333;4;1/26/20;0
;Belgium;50.8333;4;1/27/20;0
;Belgium;50.8333;4;1/28/20;0
;Belgium;50.8333;4;1/29/20;0
;Belgium;50.8333;4;1/30/20;0
;Belgium;50.8333;4;1/31/20;0
;Belgium;50.8333;4;2/1/20;0
;Belgium;50.8333;4;2/2/20;0
;Belgium;50.8333;4;2/3/20;0
;Belgium;50.8333;4;2/4/20;0
;Belgium;50.8333;4;2/5/20;0
;Belgium;50.8333;4;2/6/20;0
;Belgium;50.8333;4;2/7/20;0
;Belgium;50.8333;4;2/8/20;0
;Belgium;50.8333;4;2/9/20;0
;Belgium;50.8333;4;2/10/20;0
;Belgium;50.8333;4;2/11/20;0
;Belgium;50.8333;4;2/12/20;0
;Belgium;50.8333;4;2/13/20;0
;Belgium;50.8333;4;2/14/20;0
;Belgium;50.8333;4;2/15/20;0
;Belgium;50.8333;4;2/16/20;0
;Belgium;50.8333;4;2/17/20;1
;Belgium;50.8333;4;2/18/20;1
;Belgium;50.8333;4;2/19/20;1
;Belgium;50.8333;4;2/20/20;1
;Belgium;50.8333;4;2/21/20;1
;Belgium;50.8333;4;2/22/20;1
;Belgium;50.8333;4;2/23/20;1
;Belgium;50.8333;4;2/24/20;1
;Belgium;50.8333;4;2/25/20;1
;Belgium;50.8333;4;2/26/20;1
;Belgium;50.8333;4;2/27/20;1
;Belgium;50.8333;4;2/28/20;1
;Belgium;50.8333;4;2/29/20;1
;Belgium;50.8333;4;3/1/20;1
;Belgium;50.8333;4;3/2/20;1
;Belgium;50.8333;4;3/3/20;1
;Belgium;50.8333;4;3/4/20;1
;Belgium;50.8333;4;3/5/20;1
;Belgium;50.8333;4;3/6/20;1
;Belgium;50.8333;4;3/7/20;1
Madison, WI;US;43.0731;-89.4012;1/22/20;0
Madison, WI;US;43.0731;-89.4012;1/23/20;0
Madison, WI;US;43.0731;-89.4012;1/24/20;0
Madison, WI;US;43.0731;-89.4012;1/25/20;0
Madison, WI;US;43.0731;-89.4012;1/26/20;0
Madison, WI;US;43.0731;-89.4012;1/27/20;0
Madison, WI;US;43.0731;-89.4012;1/28/20;0
Madison, WI;US;43.0731;-89.4012;1/29/20;0
Madison, WI;US;43.0731;-89.4012;1/30/20;0
Madison, WI;US;43.0731;-89.4012;1/31/20;0
Madison, WI;US;43.0731;-89.4012;2/1/20;0
Madison, WI;US;43.0731;-89.4012;2/2/20;0
Madison, WI;US;43.0731;-89.4012;2/3/20;0
Madison, WI;US;43.0731;-89.4012;2/4/20;0
Madison, WI;US;43.0731;-89.4012;2/5/20;0
Madison, WI;US;43.0731;-89.4012;2/6/20;0
Madison, WI;US;43.0731;-89.4012;2/7/20;0
Madison, WI;US;43.0731;-89.4012;2/8/20;0
Madison, WI;US;43.0731;-89.4012;2/9/20;0
Madison, WI;US;43.0731;-89.4012;2/10/20;0
Madison, WI;US;43.0731;-89.4012;2/11/20;0
Madison, WI;US;43.0731;-89.4012;2/12/20;0
Madison, WI;US;43.0731;-89.4012;2/13/20;0
Madison, WI;US;43.0731;-89.4012;2/14/20;0
Madison, WI;US;43.0731;-89.4012;2/15/20;0
Madison, WI;US;43.0731;-89.4012;2/16/20;0
Madison, WI;US;43.0731;-89.4012;2/17/20;0
Madison, WI;US;43.0731;-89.4012;2/18/20;0
Madison, WI;US;43.0731;-89.4012;2/19/20;0
Madison, WI;US;43.0731;-89.4012;2/20/20;0
Madison, WI;US;43.0731;-89.4012;2/21/20;0
Madison, WI;US;43.0731;-89.4012;2/22/20;0
Madison, WI;US;43.0731;-89.4012;2/23/20;0
Madison, WI;US;43.0731;-89.4012;2/24/20;0
Madison, WI;US;43.0731;-89.4012;2/25/20;0
Madison, WI;US;43.0731;-89.4012;2/26/20;0
Madison, WI;US;43.0731;-89.4012;2/27/20;0
Madison, WI;US;43.0731;-89.4012;2/28/20;0
Madison, WI;US;43.0731;-89.4012;2/29/20;0
Madison, WI;US;43.0731;-89.4012;3/1/20;0
Madison, WI;US;43.0731;-89.4012;3/2/20;0
Madison, WI;US;43.0731;-89.4012;3/3/20;1
Madison, WI;US;43.0731;-89.4012;3/4/20;1
Madison, WI;US;43.0731;-89.4012;3/5/20;1
Madison, WI;US;43.0731;-89.4012;3/6/20;1
Madison, WI;US;43.0731;-89.4012;3/7/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;1/22/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/23/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/24/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/25/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/26/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/27/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/28/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/29/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/30/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;1/31/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/1/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/2/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/3/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/4/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/5/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/6/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/7/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/8/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/9/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/10/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/11/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/12/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/13/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/14/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/15/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/16/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/17/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/18/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/19/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;2/20/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;2/21/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;2/22/20;1
Diamond Princess cruise ship;Others;35.4437;139.638;2/23/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/24/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/25/20;0
Diamond Princess cruise ship;Others;35.4437;139.638;2/26/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;2/27/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;2/28/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;2/29/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/1/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/2/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/3/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/4/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/5/20;10
Diamond Princess cruise ship;Others;35.4437;139.638;3/6/20;40
Diamond Princess cruise ship;Others;35.4437;139.638;3/7/20;40
San Diego County, CA;US;32.7157;-117.1611;1/22/20;0
San Diego County, CA;US;32.7157;-117.1611;1/23/20;0
San Diego County, CA;US;32.7157;-117.1611;1/24/20;0
San Diego County, CA;US;32.7157;-117.1611;1/25/20;0
San Diego County, CA;US;32.7157;-117.1611;1/26/20;0
San Diego County, CA;US;32.7157;-117.1611;1/27/20;0
San Diego County, CA;US;32.7157;-117.1611;1/28/20;0
San Diego County, CA;US;32.7157;-117.1611;1/29/20;0
San Diego County, CA;US;32.7157;-117.1611;1/30/20;0
San Diego County, CA;US;32.7157;-117.1611;1/31/20;0
San Diego County, CA;US;32.7157;-117.1611;2/1/20;0
San Diego County, CA;US;32.7157;-117.1611;2/2/20;0
San Diego County, CA;US;32.7157;-117.1611;2/3/20;0
San Diego County, CA;US;32.7157;-117.1611;2/4/20;0
San Diego County, CA;US;32.7157;-117.1611;2/5/20;0
San Diego County, CA;US;32.7157;-117.1611;2/6/20;0
San Diego County, CA;US;32.7157;-117.1611;2/7/20;0
San Diego County, CA;US;32.7157;-117.1611;2/8/20;0
San Diego County, CA;US;32.7157;-117.1611;2/9/20;0
San Diego County, CA;US;32.7157;-117.1611;2/10/20;0
San Diego County, CA;US;32.7157;-117.1611;2/11/20;0
San Diego County, CA;US;32.7157;-117.1611;2/12/20;0
San Diego County, CA;US;32.7157;-117.1611;2/13/20;0
San Diego County, CA;US;32.7157;-117.1611;2/14/20;0
San Diego County, CA;US;32.7157;-117.1611;2/15/20;0
San Diego County, CA;US;32.7157;-117.1611;2/16/20;0
San Diego County, CA;US;32.7157;-117.1611;2/17/20;0
San Diego County, CA;US;32.7157;-117.1611;2/18/20;0
San Diego County, CA;US;32.7157;-117.1611;2/19/20;0
San Diego County, CA;US;32.7157;-117.1611;2/20/20;0
San Diego County, CA;US;32.7157;-117.1611;2/21/20;1
San Diego County, CA;US;32.7157;-117.1611;2/22/20;1
San Diego County, CA;US;32.7157;-117.1611;2/23/20;1
San Diego County, CA;US;32.7157;-117.1611;2/24/20;1
San Diego County, CA;US;32.7157;-117.1611;2/25/20;1
San Diego County, CA;US;32.7157;-117.1611;2/26/20;1
San Diego County, CA;US;32.7157;-117.1611;2/27/20;1
San Diego County, CA;US;32.7157;-117.1611;2/28/20;1
San Diego County, CA;US;32.7157;-117.1611;2/29/20;1
San Diego County, CA;US;32.7157;-117.1611;3/1/20;1
San Diego County, CA;US;32.7157;-117.1611;3/2/20;1
San Diego County, CA;US;32.7157;-117.1611;3/3/20;1
San Diego County, CA;US;32.7157;-117.1611;3/4/20;1
San Diego County, CA;US;32.7157;-117.1611;3/5/20;1
San Diego County, CA;US;32.7157;-117.1611;3/6/20;1
San Diego County, CA;US;32.7157;-117.1611;3/7/20;1
San Antonio, TX;US;29.4241;-98.4936;1/22/20;0
San Antonio, TX;US;29.4241;-98.4936;1/23/20;0
San Antonio, TX;US;29.4241;-98.4936;1/24/20;0
San Antonio, TX;US;29.4241;-98.4936;1/25/20;0
San Antonio, TX;US;29.4241;-98.4936;1/26/20;0
San Antonio, TX;US;29.4241;-98.4936;1/27/20;0
San Antonio, TX;US;29.4241;-98.4936;1/28/20;0
San Antonio, TX;US;29.4241;-98.4936;1/29/20;0
San Antonio, TX;US;29.4241;-98.4936;1/30/20;0
San Antonio, TX;US;29.4241;-98.4936;1/31/20;0
San Antonio, TX;US;29.4241;-98.4936;2/1/20;0
San Antonio, TX;US;29.4241;-98.4936;2/2/20;0
San Antonio, TX;US;29.4241;-98.4936;2/3/20;0
San Antonio, TX;US;29.4241;-98.4936;2/4/20;0
San Antonio, TX;US;29.4241;-98.4936;2/5/20;0
San Antonio, TX;US;29.4241;-98.4936;2/6/20;0
San Antonio, TX;US;29.4241;-98.4936;2/7/20;0
San Antonio, TX;US;29.4241;-98.4936;2/8/20;0
San Antonio, TX;US;29.4241;-98.4936;2/9/20;0
San Antonio, TX;US;29.4241;-98.4936;2/10/20;0
San Antonio, TX;US;29.4241;-98.4936;2/11/20;0
San Antonio, TX;US;29.4241;-98.4936;2/12/20;0
San Antonio, TX;US;29.4241;-98.4936;2/13/20;0
San Antonio, TX;US;29.4241;-98.4936;2/14/20;0
San Antonio, TX;US;29.4241;-98.4936;2/15/20;0
San Antonio, TX;US;29.4241;-98.4936;2/16/20;0
San Antonio, TX;US;29.4241;-98.4936;2/17/20;0
San Antonio, TX;US;29.4241;-98.4936;2/18/20;0
San Antonio, TX;US;29.4241;-98.4936;2/19/20;0
San Antonio, TX;US;29.4241;-98.4936;2/20/20;0
San Antonio, TX;US;29.4241;-98.4936;2/21/20;0
San Antonio, TX;US;29.4241;-98.4936;2/22/20;0
San Antonio, TX;US;29.4241;-98.4936;2/23/20;0
San Antonio, TX;US;29.4241;-98.4936;2/24/20;0
San Antonio, TX;US;29.4241;-98.4936;2/25/20;0
San Antonio, TX;US;29.4241;-98.4936;2/26/20;0
San Antonio, TX;US;29.4241;-98.4936;2/27/20;0
San Antonio, TX;US;29.4241;-98.4936;2/28/20;0
San Antonio, TX;US;29.4241;-98.4936;2/29/20;0
San Antonio, TX;US;29.4241;-98.4936;3/1/20;0
San Antonio, TX;US;29.4241;-98.4936;3/2/20;0
San Antonio, TX;US;29.4241;-98.4936;3/3/20;0
San Antonio, TX;US;29.4241;-98.4936;3/4/20;0
San Antonio, TX;US;29.4241;-98.4936;3/5/20;0
San Antonio, TX;US;29.4241;-98.4936;3/6/20;0
San Antonio, TX;US;29.4241;-98.4936;3/7/20;0
;Egypt;26;30;1/22/20;0
;Egypt;26;30;1/23/20;0
;Egypt;26;30;1/24/20;0
;Egypt;26;30;1/25/20;0
;Egypt;26;30;1/26/20;0
;Egypt;26;30;1/27/20;0
;Egypt;26;30;1/28/20;0
;Egypt;26;30;1/29/20;0
;Egypt;26;30;1/30/20;0
;Egypt;26;30;1/31/20;0
;Egypt;26;30;2/1/20;0
;Egypt;26;30;2/2/20;0
;Egypt;26;30;2/3/20;0
;Egypt;26;30;2/4/20;0
;Egypt;26;30;2/5/20;0
;Egypt;26;30;2/6/20;0
;Egypt;26;30;2/7/20;0
;Egypt;26;30;2/8/20;0
;Egypt;26;30;2/9/20;0
;Egypt;26;30;2/10/20;0
;Egypt;26;30;2/11/20;0
;Egypt;26;30;2/12/20;0
;Egypt;26;30;2/13/20;0
;Egypt;26;30;2/14/20;0
;Egypt;26;30;2/15/20;0
;Egypt;26;30;2/16/20;0
;Egypt;26;30;2/17/20;0
;Egypt;26;30;2/18/20;0
;Egypt;26;30;2/19/20;0
;Egypt;26;30;2/20/20;0
;Egypt;26;30;2/21/20;0
;Egypt;26;30;2/22/20;0
;Egypt;26;30;2/23/20;0
;Egypt;26;30;2/24/20;0
;Egypt;26;30;2/25/20;0
;Egypt;26;30;2/26/20;0
;Egypt;26;30;2/27/20;0
;Egypt;26;30;2/28/20;1
;Egypt;26;30;2/29/20;1
;Egypt;26;30;3/1/20;1
;Egypt;26;30;3/2/20;1
;Egypt;26;30;3/3/20;1
;Egypt;26;30;3/4/20;1
;Egypt;26;30;3/5/20;1
;Egypt;26;30;3/6/20;1
;Egypt;26;30;3/7/20;1
;Iran;32;53;1/22/20;0
;Iran;32;53;1/23/20;0
;Iran;32;53;1/24/20;0
;Iran;32;53;1/25/20;0
;Iran;32;53;1/26/20;0
;Iran;32;53;1/27/20;0
;Iran;32;53;1/28/20;0
;Iran;32;53;1/29/20;0
;Iran;32;53;1/30/20;0
;Iran;32;53;1/31/20;0
;Iran;32;53;2/1/20;0
;Iran;32;53;2/2/20;0
;Iran;32;53;2/3/20;0
;Iran;32;53;2/4/20;0
;Iran;32;53;2/5/20;0
;Iran;32;53;2/6/20;0
;Iran;32;53;2/7/20;0
;Iran;32;53;2/8/20;0
;Iran;32;53;2/9/20;0
;Iran;32;53;2/10/20;0
;Iran;32;53;2/11/20;0
;Iran;32;53;2/12/20;0
;Iran;32;53;2/13/20;0
;Iran;32;53;2/14/20;0
;Iran;32;53;2/15/20;0
;Iran;32;53;2/16/20;0
;Iran;32;53;2/17/20;0
;Iran;32;53;2/18/20;0
;Iran;32;53;2/19/20;0
;Iran;32;53;2/20/20;0
;Iran;32;53;2/21/20;0
;Iran;32;53;2/22/20;0
;Iran;32;53;2/23/20;0
;Iran;32;53;2/24/20;0
;Iran;32;53;2/25/20;0
;Iran;32;53;2/26/20;49
;Iran;32;53;2/27/20;49
;Iran;32;53;2/28/20;73
;Iran;32;53;2/29/20;123
;Iran;32;53;3/1/20;175
;Iran;32;53;3/2/20;291
;Iran;32;53;3/3/20;291
;Iran;32;53;3/4/20;552
;Iran;32;53;3/5/20;739
;Iran;32;53;3/6/20;913
;Iran;32;53;3/7/20;1669
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/22/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/23/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/24/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/25/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/26/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/27/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/28/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/29/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/30/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;1/31/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/1/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/2/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/3/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/4/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/5/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/6/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/7/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/8/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/9/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/10/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/11/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/12/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/13/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/14/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/15/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/16/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/17/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/18/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/19/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/20/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/21/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/22/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/23/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/24/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/25/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/26/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/27/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/28/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;2/29/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/1/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/2/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/3/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/4/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/5/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/6/20;0
Omaha, NE (From Diamond Princess);US;41.2545;-95.9758;3/7/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/22/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/23/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/24/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/25/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/26/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/27/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/28/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/29/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/30/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;1/31/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/1/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/2/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/3/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/4/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/5/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/6/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/7/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/8/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/9/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/10/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/11/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/12/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/13/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/14/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/15/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/16/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/17/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/18/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/19/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/20/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/21/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/22/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/23/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/24/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/25/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/26/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/27/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/28/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;2/29/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;3/1/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;3/2/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;3/3/20;0
Travis, CA (From Diamond Princess);US;38.2721;-121.9399;3/4/20;0
